iter	Accuracy	Logloss
1950	0.89675	0.2572799988
1951	0.89675	0.2572781372
1952	0.896875	0.2572609863
1953	0.89675	0.2572431641
1954	0.897	0.2571721191
1955	0.897	0.2571032715
1956	0.897	0.2570903931
1957	0.897	0.2570667114
1958	0.897	0.2570489502
1959	0.897	0.2570342712
1960	0.897125	0.2570096741
1961	0.897125	0.2570089417
1962	0.897125	0.2569825745
1963	0.897125	0.2569735718
1964	0.897125	0.2569456177
1965	0.897125	0.2568973083
1966	0.897125	0.25689151
1967	0.897125	0.2568701172
1968	0.897125	0.2568594971
1969	0.897125	0.2568580627
1970	0.897125	0.2568305664
1971	0.897125	0.2568149719
1972	0.897125	0.256774292
1973	0.897125	0.256743103
1974	0.897125	0.256696106
1975	0.897125	0.2566911011
1976	0.897125	0.2566813049
1977	0.897125	0.2566765442
1978	0.897125	0.2566383667
1979	0.897125	0.2566295471
1980	0.897125	0.2566233215
1981	0.897125	0.2565838318
1982	0.897125	0.2565759888
1983	0.897125	0.2565662231
1984	0.897125	0.2565417786
1985	0.897125	0.2565408325
1986	0.897125	0.256522644
1987	0.897125	0.2565212708
1988	0.897125	0.2564692078
1989	0.897125	0.2564210815
1990	0.897125	0.2564021912
1991	0.897125	0.2563659973
1992	0.897125	0.2563256531
1993	0.897125	0.2562906494
1994	0.897125	0.2562595215
1995	0.89725	0.2562116394
1996	0.89725	0.2561887512
1997	0.897375	0.256149292
1998	0.897375	0.2561389465
1999	0.897375	0.2561339111
2000	0.8975	0.2561148682
2001	0.89725	0.2560832825
2002	0.89725	0.256080719
2003	0.89725	0.2560762939
2004	0.89725	0.2560666199
2005	0.89725	0.2560612488
2006	0.89725	0.2560582581
2007	0.89725	0.2560552063
2008	0.89725	0.2560222473
2009	0.89725	0.2560221252
2010	0.89725	0.2559908752
2011	0.89725	0.2559853973
2012	0.8975	0.2559755859
2013	0.8975	0.2559535217
2014	0.897625	0.2559285278
2015	0.89775	0.2557888184
2016	0.89775	0.2557846069
2017	0.89775	0.2557815704
2018	0.89775	0.2557813263
2019	0.897625	0.2557111511
2020	0.897625	0.2557107086
2021	0.897625	0.2556778564
2022	0.89775	0.2556085815
2023	0.89775	0.2555955963
2024	0.89775	0.2555954895
2025	0.897875	0.2555507202
2026	0.898	0.2554960327
2027	0.898125	0.2554714203
2028	0.898	0.255461792
2029	0.898	0.2554483643
2030	0.898	0.2553925629
2031	0.898	0.255368927
2032	0.898	0.2553491364
2033	0.897875	0.2553335571
2034	0.898	0.2552804108
2035	0.898125	0.2551975403
2036	0.898125	0.2551971436
2037	0.89825	0.2551404724
2038	0.89825	0.2551365204
2039	0.89825	0.2551329803
2040	0.89825	0.2550935211
2041	0.898375	0.2550800171
2042	0.898375	0.2550653076
2043	0.89875	0.2549740448
2044	0.89875	0.2549707184
2045	0.89875	0.2549414063
2046	0.89875	0.2549412537
2047	0.898875	0.2548689575
2048	0.898875	0.2548361511
2049	0.898875	0.2547735748
2050	0.89875	0.2547557983
2051	0.89875	0.2547546539
2052	0.89875	0.2547545013
2053	0.89875	0.2547544556
2054	0.898875	0.2547164612
2055	0.898875	0.2547149811
2056	0.899	0.2546826019
2057	0.899	0.2546815948
2058	0.899	0.2546586761
2059	0.899	0.254634201
2060	0.899125	0.2545796204
2061	0.899125	0.254537674
2062	0.899	0.2544902344
2063	0.899	0.2544685059
2064	0.899	0.2544150391
2065	0.899	0.2544135132
2066	0.899	0.2544011383
2067	0.899	0.2543850708
2068	0.899	0.2543669586
2069	0.899	0.2543520508
2070	0.899	0.2543076477
2071	0.899	0.254268158
2072	0.899	0.2542661743
2073	0.899	0.254220932
2074	0.899	0.2542044525
2075	0.899	0.2541968384
2076	0.899	0.2541822205
2077	0.899	0.2541738434
2078	0.899	0.2541490326
2079	0.899	0.254065979
2080	0.899	0.2540657806
2081	0.899	0.2540605621
2082	0.899	0.2540314484
2083	0.899	0.2539949951
2084	0.899	0.2539929199
2085	0.899	0.2539820251
2086	0.899	0.2539586487
2087	0.899	0.2539584503
2088	0.899	0.2539552917
2089	0.899	0.2539412537
2090	0.899125	0.2539269409
2091	0.899	0.2539268341
2092	0.899	0.2538858643
2093	0.899125	0.2538522644
2094	0.899125	0.2538511353
2095	0.89925	0.2538266602
2096	0.89925	0.2538259888
2097	0.89925	0.2538224182
2098	0.89925	0.2538152618
2099	0.899125	0.2537997894
2100	0.89925	0.2537847595
2101	0.89925	0.2537582245
2102	0.89925	0.2537307739
2103	0.89925	0.2537072144
2104	0.89925	0.2536614838
2105	0.89925	0.2536575317
2106	0.89925	0.2536481934
2107	0.89925	0.2536477051
2108	0.899375	0.2536312408
2109	0.89925	0.2536298523
2110	0.89925	0.2536196899
2111	0.89925	0.2535315247
2112	0.89925	0.2535228577
2113	0.89925	0.2535218201
2114	0.89925	0.2535209656
2115	0.89925	0.2535172424
2116	0.89925	0.2534993591
2117	0.89925	0.2534732361
2118	0.89925	0.2534466553
2119	0.899375	0.2534008789
2120	0.899375	0.2533968353
2121	0.899375	0.2533950043
2122	0.899375	0.2533928528
2123	0.8995	0.2533394012
2124	0.899625	0.2532879486
2125	0.899625	0.2532734528
2126	0.899625	0.253227005
2127	0.899625	0.2531982117
2128	0.899625	0.2531463928
2129	0.899625	0.2531166687
2130	0.899625	0.253102005
2131	0.899625	0.2530245056
2132	0.899625	0.2530027771
2133	0.8995	0.2529861908
2134	0.8995	0.2529860077
2135	0.8995	0.2529550781
2136	0.8995	0.252946579
2137	0.8995	0.2529302979
2138	0.8995	0.2528917847
2139	0.8995	0.2528786621
2140	0.899625	0.2528433838
2141	0.899625	0.2528008423
2142	0.8995	0.252776062
2143	0.899625	0.2527571259
2144	0.899625	0.2527444916
2145	0.899625	0.2527207947
2146	0.899625	0.2527083893
2147	0.899625	0.2526623688
2148	0.899625	0.2526578674
2149	0.899625	0.2526103821
2150	0.899625	0.2526072693
2151	0.899625	0.2525908508
2152	0.899625	0.2525747986
2153	0.899625	0.2525740051
2154	0.899625	0.2525585632
2155	0.89975	0.2525220032
2156	0.899875	0.2525014343
2157	0.899875	0.2524703064
2158	0.899875	0.2524505157
2159	0.899875	0.2524335175
2160	0.899875	0.2524334869
2161	0.900125	0.2524064026
2162	0.900125	0.2523885345
2163	0.9	0.2523263702
2164	0.9	0.2522779388
2165	0.9	0.2522642517
2166	0.9	0.2522306213
2167	0.9	0.2522286835
2168	0.9	0.2522280121
2169	0.9	0.2522276917
2170	0.9	0.2522259979
2171	0.900125	0.2521567993
2172	0.9	0.2521318054
2173	0.9	0.2521139679
2174	0.9	0.2520906982
2175	0.9	0.2520588074
2176	0.900125	0.2520343628
2177	0.900125	0.2520324707
2178	0.900125	0.2520287476
2179	0.900125	0.2520247192
2180	0.900125	0.2520139923
2181	0.900125	0.2520052185
2182	0.900125	0.2519723358
2183	0.900125	0.2519490051
2184	0.900125	0.2519270935
2185	0.90025	0.251909729
2186	0.900125	0.2518782349
2187	0.900125	0.2518763428
2188	0.9	0.2518723145
2189	0.9	0.2518376465
2190	0.900125	0.2518176422
2191	0.900375	0.2517380524
2192	0.900375	0.251727066
2193	0.900125	0.2516389313
2194	0.900125	0.2516356201
2195	0.900125	0.2516341095
2196	0.900375	0.2516065826
2197	0.900375	0.2516013184
2198	0.900375	0.2516003113
2199	0.90025	0.2515911255
2200	0.90025	0.2515880432
2201	0.90025	0.2515484009
2202	0.90025	0.2515431366
2203	0.90025	0.2515144043
2204	0.90025	0.251511261
2205	0.90025	0.2515092316
2206	0.9005	0.2514770813
2207	0.9005	0.2514727173
2208	0.900625	0.2514549561
2209	0.900625	0.2514515686
2210	0.900375	0.2514219666
2211	0.90075	0.2513806305
2212	0.90075	0.2513800659
2213	0.90075	0.2513411713
2214	0.900625	0.2512833099
2215	0.90075	0.2512639313
2216	0.90075	0.2512387695
2217	0.90075	0.2512376099
2218	0.900625	0.2512246094
2219	0.90075	0.2511798859
2220	0.900875	0.2511313171
2221	0.900875	0.2511087646
2222	0.900875	0.2511078644
2223	0.901	0.2510784454
2224	0.901	0.2510636292
2225	0.901125	0.251033844
2226	0.901125	0.2510259247
2227	0.901125	0.2509953461
2228	0.901125	0.2509761353
2229	0.901125	0.2509549103
2230	0.901125	0.2509397736
2231	0.901125	0.2509395752
2232	0.901125	0.2509333038
2233	0.901125	0.2509003601
2234	0.901125	0.2508527985
2235	0.901125	0.2508154907
2236	0.901125	0.250813736
2237	0.901	0.2507942047
2238	0.901	0.2507940369
2239	0.901125	0.25071138
2240	0.901125	0.2507108765
2241	0.901	0.2506744995
2242	0.90075	0.2506452637
2243	0.900625	0.2505910492
2244	0.900625	0.2505755768
2245	0.900625	0.2505649414
2246	0.900625	0.2505495911
2247	0.900625	0.2505394592
2248	0.900625	0.2505182495
2249	0.90075	0.2504927826
2250	0.901	0.2504497986
2251	0.900875	0.250390686
2252	0.900875	0.2503860626
2253	0.900875	0.2503688049
2254	0.900875	0.250368042
2255	0.900875	0.250348114
2256	0.900875	0.2503463898
2257	0.90075	0.2503440247
2258	0.900875	0.2503377991
2259	0.900875	0.2503233948
2260	0.900875	0.2503232422
2261	0.90075	0.250319519
2262	0.90075	0.2503192596
2263	0.901125	0.2502944946
2264	0.901125	0.2502909698
2265	0.901125	0.2502899323
2266	0.901125	0.250271759
2267	0.901125	0.2502693481
2268	0.901125	0.250264679
2269	0.901125	0.2502641602
2270	0.901125	0.2502606049
2271	0.901125	0.2502524719
2272	0.901125	0.2502507629
2273	0.901125	0.2502189484
2274	0.901125	0.2502036743
2275	0.901125	0.2501744995
2276	0.901125	0.2501479187
2277	0.901125	0.2501456757
2278	0.901125	0.2501064301
2279	0.901125	0.2500975494
2280	0.901125	0.2500612183
2281	0.901125	0.2500331116
2282	0.901375	0.2499692383
2283	0.90125	0.2498911133
2284	0.901125	0.249838089
2285	0.901125	0.2497967224
2286	0.901125	0.249795929
2287	0.901125	0.249770752
2288	0.901125	0.2497704773
2289	0.901125	0.2497395172
2290	0.901125	0.2497383575
2291	0.901125	0.2497336578
2292	0.90125	0.2497065582
2293	0.90125	0.2497057495
2294	0.90125	0.2496557465
2295	0.90125	0.2496537628
2296	0.90125	0.2496507568
2297	0.90125	0.2496495056
2298	0.901375	0.2495919189
2299	0.901375	0.249571579
2300	0.901375	0.2495687103
2301	0.901375	0.2495656738
2302	0.901375	0.2495637207
2303	0.901375	0.2494614563
2304	0.901375	0.2494603577
2305	0.901375	0.249431015
2306	0.901375	0.2494084778
2307	0.90125	0.2493699036
2308	0.90125	0.2493691254
2309	0.90125	0.2493660583
2310	0.90125	0.2493649902
2311	0.90125	0.2493647308
2312	0.90125	0.2493641357
2313	0.901375	0.2492170868
2314	0.901375	0.2491989441
2315	0.90125	0.249174469
2316	0.90125	0.2491634979
2317	0.90125	0.249157486
2318	0.90125	0.2491544189
2319	0.90125	0.2491390228
2320	0.90125	0.2491198425
2321	0.90125	0.2491144409
2322	0.90125	0.2490879211
2323	0.90125	0.2490860901
2324	0.90125	0.249005249
2325	0.90125	0.2489977112
2326	0.90125	0.2489411163
2327	0.90125	0.248938385
2328	0.90125	0.2489283447
2329	0.90125	0.2489118958
2330	0.90125	0.2489115906
2331	0.90125	0.2488830719
2332	0.901375	0.2488401489
2333	0.901375	0.2488400726
2334	0.9015	0.2488271179
2335	0.9015	0.2488255005
2336	0.9015	0.2488193512
2337	0.9015	0.2487787323
2338	0.9015	0.2487468719
2339	0.9015	0.2487433777
2340	0.9015	0.2487377014
2341	0.9015	0.2487317047
