iter	Accuracy	Logloss
1005	0.883625	0.2877644653
1006	0.8835	0.287752533
1007	0.88375	0.2876986389
1008	0.883625	0.287645752
1009	0.88375	0.287587738
1010	0.884	0.2875200806
1011	0.883875	0.2875157471
1012	0.883875	0.2874708252
1013	0.884	0.287444458
1014	0.884	0.2874156494
1015	0.884	0.2873715515
1016	0.883875	0.2872880859
1017	0.884	0.2872176514
1018	0.884	0.2872061157
1019	0.883875	0.2871859131
1020	0.884	0.2871684265
1021	0.884	0.2871169434
1022	0.88375	0.2871035461
1023	0.883625	0.2870968018
1024	0.883875	0.287067749
1025	0.88375	0.2870471497
1026	0.88375	0.2870404053
1027	0.884125	0.2869603271
1028	0.884	0.2869544373
1029	0.884	0.2869524841
1030	0.884	0.286915741
1031	0.884	0.2869124146
1032	0.884	0.2868793945
1033	0.884	0.286868103
1034	0.884	0.2868515625
1035	0.884	0.2868371277
1036	0.884	0.2868358459
1037	0.884125	0.2867631836
1038	0.884125	0.2867622681
1039	0.884125	0.2867410583
1040	0.884125	0.2866981812
1041	0.884125	0.2866585388
1042	0.884125	0.2866401672
1043	0.884125	0.2866369019
1044	0.88425	0.2865709534
1045	0.88425	0.2865263672
1046	0.88425	0.2864705811
1047	0.88425	0.2864689941
1048	0.88425	0.2864120789
1049	0.88425	0.2863834229
1050	0.88425	0.2863430786
1051	0.884125	0.2862756653
1052	0.884125	0.286237854
1053	0.884125	0.2861881409
1054	0.884125	0.2861708374
1055	0.884125	0.2861590271
1056	0.884125	0.2861239319
1057	0.884125	0.2860848999
1058	0.884125	0.2860491028
1059	0.88425	0.2859651489
1060	0.88425	0.2859573975
1061	0.88425	0.2859558716
1062	0.88425	0.2859557495
1063	0.884125	0.2858609924
1064	0.884125	0.2858576965
1065	0.88425	0.2857818298
1066	0.884625	0.2857017822
1067	0.8845	0.2856888428
1068	0.88475	0.2856355896
1069	0.884625	0.285624939
1070	0.884625	0.2856187134
1071	0.884625	0.2856131897
1072	0.884625	0.2855892944
1073	0.884625	0.2854978638
1074	0.8845	0.2854351501
1075	0.884625	0.2853677979
1076	0.884625	0.2853644104
1077	0.88475	0.2853282471
1078	0.88475	0.2853004456
1079	0.88475	0.2852604065
1080	0.884875	0.2852134705
1081	0.88475	0.2851837158
1082	0.88475	0.2851797485
1083	0.88475	0.285177124
1084	0.88475	0.2851429443
1085	0.88475	0.2851414185
1086	0.88475	0.2851393738
1087	0.884875	0.285055481
1088	0.884875	0.2850360413
1089	0.884875	0.2849727173
1090	0.884875	0.2849434814
1091	0.884875	0.284894165
1092	0.88475	0.284867981
1093	0.884625	0.284815155
1094	0.88475	0.2847102356
1095	0.88475	0.2847051086
1096	0.88475	0.2846819153
1097	0.88475	0.2846808167
1098	0.88475	0.2846530151
1099	0.88475	0.2846329651
1100	0.88475	0.2845466003
1101	0.88475	0.2844328918
1102	0.88475	0.2844288025
1103	0.88475	0.2843719788
1104	0.884875	0.2843140259
1105	0.885	0.2842516785
1106	0.885	0.2842431641
1107	0.885	0.2842398376
1108	0.885	0.2842000122
1109	0.885	0.2841970825
1110	0.884875	0.2841679077
1111	0.884875	0.2841263428
1112	0.885	0.2840860901
1113	0.88475	0.2839942627
1114	0.88475	0.283993927
1115	0.88475	0.2839319458
1116	0.88475	0.2838905334
1117	0.88475	0.2838605957
1118	0.884875	0.2838503113
1119	0.884875	0.2837969666
1120	0.885	0.2837831116
1121	0.885	0.2837753601
1122	0.885	0.283723877
1123	0.885125	0.2836943359
1124	0.885125	0.2836565552
1125	0.88525	0.2836400452
1126	0.885375	0.2836074524
1127	0.885125	0.2835547485
1128	0.885125	0.2835537415
1129	0.88525	0.2834943237
1130	0.88525	0.2834754028
1131	0.88525	0.2834264526
1132	0.88525	0.2833884277
1133	0.88525	0.2833875122
1134	0.88525	0.2833852539
1135	0.88525	0.2833712158
1136	0.88525	0.2833700256
1137	0.88525	0.283369873
1138	0.885125	0.283291626
1139	0.88525	0.2832158508
1140	0.88525	0.2832120361
1141	0.885375	0.2831643066
1142	0.885375	0.2831641846
1143	0.885375	0.2830926514
1144	0.8855	0.2830613403
1145	0.8855	0.2830281982
1146	0.8855	0.2830113525
1147	0.8855	0.282949646
1148	0.8855	0.2829017639
1149	0.8855	0.2828649292
1150	0.8855	0.2828632812
1151	0.885625	0.2828108521
1152	0.885625	0.2827965698
1153	0.885625	0.2827447815
1154	0.8855	0.2826703186
1155	0.8855	0.2826475525
1156	0.8855	0.2826474304
1157	0.885625	0.2826337585
1158	0.885625	0.2826225586
1159	0.885625	0.2826181641
1160	0.885875	0.2825558777
1161	0.885875	0.2825550537
1162	0.885875	0.2825256348
1163	0.885875	0.2824819336
1164	0.885875	0.2824084778
1165	0.886	0.282319519
1166	0.886	0.2823075256
1167	0.886	0.2822906494
1168	0.886	0.2822614136
1169	0.886	0.2821794128
1170	0.886	0.2821344299
1171	0.886	0.2820672302
1172	0.886	0.2820023193
1173	0.886	0.2819781799
1174	0.885875	0.2819387207
1175	0.885875	0.2819363403
1176	0.885875	0.2819128418
1177	0.886	0.2818056946
1178	0.88625	0.2817328186
1179	0.88625	0.2816583252
1180	0.886125	0.2816569519
1181	0.88625	0.2816515503
1182	0.886125	0.2815810852
1183	0.886125	0.2815462952
1184	0.88625	0.2814637451
1185	0.886125	0.2814297485
1186	0.886	0.2813995972
1187	0.886	0.281398407
1188	0.886	0.281381897
1189	0.886	0.2813648682
1190	0.886	0.2813178711
1191	0.886	0.2813155212
1192	0.886	0.2813074646
1193	0.886125	0.2812145996
1194	0.886125	0.2812139587
1195	0.886125	0.2811948853
1196	0.886125	0.2811488647
1197	0.886	0.2810690308
1198	0.88625	0.2810122986
1199	0.88625	0.280963562
1200	0.88625	0.2809290771
1201	0.88625	0.2808934326
1202	0.88625	0.2808934326
1203	0.88625	0.2808894653
1204	0.886375	0.2808158569
1205	0.886375	0.2808076477
1206	0.8865	0.2807539063
1207	0.8865	0.2807053528
1208	0.886625	0.2806810303
1209	0.88675	0.2806214905
1210	0.88675	0.2805499268
1211	0.88675	0.2805001526
1212	0.88675	0.280460022
1213	0.88675	0.2803863831
1214	0.88675	0.2803107605
1215	0.88675	0.2802584839
1216	0.88675	0.2801955872
1217	0.886625	0.2801578064
1218	0.886625	0.2801211243
1219	0.886625	0.280077301
1220	0.886625	0.280063324
1221	0.886625	0.2800454407
1222	0.886625	0.2800452271
1223	0.886625	0.2800107727
1224	0.886625	0.2800050964
1225	0.886625	0.2799430542
1226	0.886625	0.2798718567
1227	0.886625	0.2798089905
1228	0.88675	0.2797658997
1229	0.886875	0.2797330017
1230	0.886875	0.2797008667
1231	0.886875	0.2796994629
1232	0.886875	0.2796944275
1233	0.886875	0.2796408997
1234	0.886875	0.2796187744
1235	0.886875	0.2795680237
1236	0.886875	0.2795675354
1237	0.886875	0.2795177307
1238	0.887	0.2794667969
1239	0.887	0.2794659729
1240	0.887	0.2794101257
1241	0.887	0.2793757324
1242	0.887	0.2793070679
1243	0.887	0.2792806091
1244	0.887125	0.27925177
1245	0.887125	0.2791755981
1246	0.887125	0.2791555786
1247	0.887125	0.2791521912
1248	0.887125	0.279117981
1249	0.887125	0.2790295105
1250	0.887125	0.2789767151
1251	0.887125	0.2789699402
1252	0.887125	0.2789157715
1253	0.887125	0.2788479614
1254	0.887125	0.2787859497
1255	0.887125	0.2787620239
1256	0.887125	0.2787513428
1257	0.88725	0.2787205811
1258	0.88725	0.2786660156
1259	0.88725	0.2786130676
1260	0.88725	0.2785756226
1261	0.88725	0.2785732727
1262	0.88725	0.2785692749
1263	0.88725	0.2785408936
1264	0.88725	0.2784870605
1265	0.88725	0.278446228
1266	0.88725	0.2784396973
1267	0.88725	0.2784272156
1268	0.88725	0.2783531799
1269	0.88725	0.278319397
1270	0.88725	0.2782621155
1271	0.887375	0.2782156372
1272	0.887375	0.2781949768
1273	0.887375	0.2781675415
1274	0.887375	0.2781199341
1275	0.887375	0.2780693359
1276	0.887375	0.2779757385
1277	0.887375	0.2779346313
1278	0.887375	0.2779345398
1279	0.887375	0.277921875
1280	0.887375	0.2778870544
1281	0.887375	0.2778809509
1282	0.887375	0.2778628845
1283	0.887375	0.277859375
1284	0.887375	0.2777826233
1285	0.887375	0.2777609253
1286	0.887375	0.2777391663
1287	0.887375	0.2776190186
1288	0.8875	0.2775678406
1289	0.8875	0.2775513611
1290	0.8875	0.2775072327
1291	0.8875	0.277494751
1292	0.8875	0.2774561462
1293	0.887625	0.2774198303
1294	0.887625	0.2774013977
1295	0.887625	0.2773786011
1296	0.887625	0.2773096924
1297	0.887625	0.2772909241
1298	0.887625	0.2772801208
1299	0.887625	0.2772689514
1300	0.887625	0.2772402039
1301	0.8875	0.2771834717
1302	0.8875	0.2771636658
1303	0.8875	0.2771491394
1304	0.887375	0.2771161194
1305	0.8875	0.2770499268
1306	0.887375	0.2769780273
1307	0.887375	0.2769666443
1308	0.887375	0.2769477539
1309	0.887375	0.2769415894
1310	0.887375	0.276901001
1311	0.887375	0.2768983459
1312	0.8875	0.2768890991
1313	0.887875	0.2768604431
1314	0.887875	0.2768458252
1315	0.887875	0.2768444824
1316	0.88775	0.2768087769
1317	0.88775	0.2767827759
1318	0.88775	0.2767472534
1319	0.888	0.276610321
1320	0.888	0.2765827637
1321	0.888	0.276569458
1322	0.888	0.2764983521
1323	0.888	0.2764580078
1324	0.888	0.2764267578
1325	0.888	0.2764233398
1326	0.888	0.2764155273
1327	0.888	0.276400116
1328	0.887875	0.2762412415
1329	0.888	0.2761575317
1330	0.888	0.2761515198
1331	0.888	0.2761508179
1332	0.888	0.2761066589
1333	0.888	0.2760883789
1334	0.888	0.2760562744
1335	0.888	0.2760323486
1336	0.888	0.2759811707
1337	0.888	0.2759126282
1338	0.888	0.27590802
1339	0.888	0.2759035034
1340	0.888125	0.2758054199
1341	0.888125	0.2757721558
1342	0.888125	0.2757105713
1343	0.888125	0.2756912842
1344	0.888125	0.2756837769
1345	0.888125	0.2756833496
1346	0.888125	0.2756097107
1347	0.888125	0.2755957031
1348	0.888125	0.2755597229
1349	0.888125	0.2755553894
1350	0.888125	0.275552002
1351	0.888125	0.2755039368
1352	0.88825	0.2754583435
1353	0.88825	0.2754076233
1354	0.88825	0.2753230286
1355	0.88825	0.2752779846
1356	0.88825	0.2752358093
1357	0.88825	0.275188324
1358	0.88825	0.2751848145
1359	0.88825	0.2751109924
1360	0.88825	0.2750937195
1361	0.88825	0.2750934448
1362	0.88825	0.2750549622
1363	0.88825	0.2750335083
1364	0.88825	0.2750330505
1365	0.88825	0.2749814758
1366	0.88825	0.2749382935
1367	0.88825	0.2748878784
1368	0.888625	0.2748342285
1369	0.88875	0.2748094788
1370	0.88875	0.2747783813
1371	0.88875	0.2747266846
1372	0.88875	0.2747247009
1373	0.88875	0.2746710815
1374	0.88875	0.2746691284
1375	0.88875	0.2746685791
1376	0.88875	0.2746453247
1377	0.88875	0.274612915
1378	0.888625	0.2745289917
1379	0.888625	0.2744953003
1380	0.888625	0.2744934387
1381	0.88875	0.274432251
1382	0.88875	0.2743867798
1383	0.88875	0.2743798828
1384	0.888875	0.2743599854
1385	0.888875	0.2743239136
1386	0.888875	0.2742869873
1387	0.888875	0.2742544861
1388	0.888875	0.2742107239
1389	0.889	0.2741835327
1390	0.889	0.2741674194
1391	0.889	0.2741654053
1392	0.88925	0.2740873718
1393	0.889375	0.2740357971
1394	0.889375	0.2740158997
1395	0.88925	0.2739739075
1396	0.889125	0.2738997498
1397	0.88925	0.2738985901
1398	0.889625	0.2738362427
1399	0.889625	0.2738322144
1400	0.889625	0.2738289185
1401	0.8895	0.2737864075
1402	0.889625	0.2737472534
1403	0.889625	0.2736999817
1404	0.8895	0.2736315613
1405	0.8895	0.2736244812
1406	0.889625	0.2735194702
1407	0.889625	0.2735180664
1408	0.889875	0.2735
1409	0.889875	0.2734969177
1410	0.889875	0.2734734802
1411	0.88975	0.273454834
1412	0.88975	0.2734233704
1413	0.890125	0.2733518677
1414	0.89025	0.2733099365
1415	0.89025	0.2733027649
1416	0.89	0.2732684326
1417	0.89	0.2732566223
1418	0.89	0.2732401123
1419	0.889875	0.2732395325
1420	0.889875	0.2732123718
1421	0.89	0.2732063904
1422	0.89	0.2731743469
1423	0.890125	0.273134613
1424	0.89025	0.2731261292
1425	0.890125	0.2731125183
1426	0.89	0.2730976868
1427	0.890375	0.2730748596
1428	0.890375	0.2730609131
1429	0.890375	0.273059967
1430	0.89025	0.2729755859
1431	0.890375	0.2729466858
1432	0.890375	0.2729365234
1433	0.89025	0.2729344482
1434	0.89025	0.2729276733
1435	0.890125	0.2728278503
1436	0.890125	0.2727985535
1437	0.890125	0.2727960815
1438	0.890125	0.2727852783
1439	0.89025	0.272750824
1440	0.89025	0.272747467
1441	0.890125	0.2726555481
1442	0.890125	0.2726423035
1443	0.89025	0.2726004333
1444	0.89	0.2725515137
1445	0.89	0.272503479
1446	0.89	0.2724860229
1447	0.890125	0.2724074707
1448	0.890125	0.2723879089
1449	0.890125	0.2722914429
1450	0.890125	0.2722745056
1451	0.89025	0.2722279663
1452	0.89025	0.2722272949
1453	0.89025	0.2721824341
1454	0.89025	0.272120575
1455	0.89025	0.2720515747
1456	0.89025	0.2720338135
1457	0.890125	0.2719717712
1458	0.89025	0.2719550781
1459	0.89025	0.2718646545
1460	0.8905	0.271797821
1461	0.890625	0.2717719421
1462	0.89075	0.2717090454
1463	0.89075	0.2716595154
1464	0.89075	0.2716382446
1465	0.890875	0.2715808716
1466	0.891	0.2714973755
1467	0.891	0.2714815063
1468	0.891	0.2714484863
1469	0.891	0.2714396362
1470	0.890875	0.2713841248
1471	0.890875	0.2713294983
1472	0.890875	0.2713287964
1473	0.89075	0.2712989197
1474	0.890875	0.271254303
1475	0.890875	0.2712386475
1476	0.890875	0.2711672974
1477	0.890875	0.2711405945
1478	0.890875	0.2711204834
1479	0.890875	0.2711177063
1480	0.890875	0.2710508423
1481	0.890875	0.2710314636
1482	0.890875	0.2710291748
1483	0.890875	0.2709603577
1484	0.89075	0.2709118042
1485	0.89075	0.2708613586
1486	0.890875	0.2707838745
1487	0.890875	0.2707706604
1488	0.890875	0.2706615906
1489	0.891	0.2706186523
1490	0.891125	0.2706166382
1491	0.891	0.2705587158
1492	0.891	0.2705194092
1493	0.891	0.2704844055
1494	0.891	0.270368988
1495	0.891125	0.2703070374
1496	0.891	0.270142395
1497	0.891125	0.2700675659
1498	0.891125	0.2699953918
1499	0.891125	0.2699950562
1500	0.891125	0.2699528809
1501	0.891125	0.2699224243
1502	0.890875	0.2698714294
1503	0.890875	0.2698605042
1504	0.891125	0.2698259583
1505	0.890875	0.2697432556
1506	0.890875	0.2697420654
1507	0.891125	0.2697015381
1508	0.891125	0.2696703796
1509	0.891125	0.269645752
1510	0.891125	0.2695926208
1511	0.89125	0.2695184631
1512	0.89125	0.2695174561
1513	0.89125	0.269515564
1514	0.89125	0.2695070801
1515	0.89125	0.2694975586
1516	0.8915	0.2694589233
1517	0.891375	0.2694204712
1518	0.891625	0.2693856201
1519	0.891625	0.2693650208
1520	0.89175	0.269326416
1521	0.892	0.2692919617
1522	0.891875	0.2692424011
1523	0.891875	0.2692156982
1524	0.891625	0.2691881409
1525	0.891875	0.2691049805
1526	0.891875	0.2690950317
1527	0.89175	0.2690563049
1528	0.89175	0.2690233765
1529	0.89175	0.2690035095
1530	0.891875	0.2689725952
1531	0.891875	0.2689718628
1532	0.891875	0.2689527283
1533	0.891875	0.2689520264
1534	0.89175	0.2689362488
1535	0.891625	0.2688946838
1536	0.891625	0.2688916016
1537	0.891625	0.2688900146
1538	0.891625	0.2688898926
1539	0.89175	0.2688296204
1540	0.89175	0.2688267212
1541	0.89175	0.2688192749
1542	0.892125	0.268744751
1543	0.892125	0.268743866
1544	0.892125	0.2686720581
1545	0.892125	0.268660614
1546	0.892125	0.2685915222
1547	0.891875	0.2685059204
1548	0.892	0.2684849243
1549	0.89225	0.2684260254
1550	0.89225	0.2683878479
1551	0.89225	0.2683583984
1552	0.89225	0.2683561096
1553	0.892125	0.2683306885
1554	0.89225	0.2682983398
1555	0.892375	0.2682702026
1556	0.892375	0.2682579346
1557	0.892375	0.2682276917
1558	0.892375	0.2682072144
1559	0.892375	0.268196991
1560	0.8925	0.2681473083
1561	0.8925	0.2681460571
1562	0.8925	0.2680835266
1563	0.8925	0.2680638733
1564	0.8925	0.2680624695
1565	0.8925	0.268003479
1566	0.8925	0.2679450989
1567	0.8925	0.2679433594
1568	0.892625	0.2679200439
1569	0.892625	0.2679092407
1570	0.892625	0.2678872986
1571	0.892625	0.267855835
1572	0.892625	0.2678285522
1573	0.892625	0.2677832642
1574	0.892625	0.2677651672
1575	0.8925	0.2677307129
1576	0.892625	0.2676031799
1577	0.892625	0.2675830078
1578	0.892625	0.2675777588
1579	0.892625	0.2675480042
1580	0.892625	0.2675292969
1581	0.892625	0.267499939
1582	0.8925	0.2674513855
1583	0.8925	0.2674358826
1584	0.892625	0.2674033203
1585	0.892625	0.2674029846
1586	0.892625	0.2673805847
1587	0.892625	0.2672815857
1588	0.89275	0.2672407837
1589	0.892625	0.2672139893
1590	0.893	0.2671548462
1591	0.893	0.2671358337
1592	0.892875	0.2671226196
1593	0.892875	0.2670878296
1594	0.892875	0.2670604248
1595	0.892875	0.2669658813
1596	0.892875	0.266912262
1597	0.892875	0.2668996582
1598	0.892875	0.2668955688
1599	0.892875	0.2668842468
1600	0.892875	0.2668789062
1601	0.892875	0.2668585815
1602	0.892875	0.2668269653
1603	0.892875	0.2667929993
1604	0.892875	0.2667880249
1605	0.892875	0.2667384338
1606	0.892875	0.2667373657
1607	0.89275	0.2666790771
1608	0.89275	0.2666565552
1609	0.892875	0.2666228333
1610	0.892875	0.266585144
1611	0.892875	0.2665848083
1612	0.892875	0.2665436401
1613	0.892875	0.2665072632
1614	0.892875	0.2664778748
1615	0.892875	0.2664563599
1616	0.892875	0.2664533081
1617	0.892875	0.2664171143
1618	0.893125	0.2663639526
1619	0.893125	0.2663625488
1620	0.893125	0.2663612061
1621	0.893125	0.2663571777
1622	0.893125	0.266337738
1623	0.893125	0.26633078
1624	0.893125	0.266308197
1625	0.893125	0.2662922974
1626	0.893375	0.2661993408
1627	0.89325	0.2661791077
1628	0.893125	0.2661488342
1629	0.893125	0.2661078186
1630	0.89325	0.2660734863
1631	0.89325	0.2660486145
1632	0.89325	0.2660248108
1633	0.89325	0.2659890137
1634	0.8935	0.2659009094
1635	0.893625	0.2658339233
1636	0.893625	0.2658048401
1637	0.893625	0.2658005066
1638	0.8935	0.2657687378
1639	0.8935	0.2657623291
1640	0.893625	0.265723877
1641	0.893625	0.2656652527
1642	0.893625	0.2656651001
1643	0.893625	0.2656631775
1644	0.893625	0.2656533203
1645	0.89375	0.2656060486
1646	0.89375	0.265605835
1647	0.893625	0.2655847168
1648	0.893625	0.2655400085
1649	0.893625	0.2654935608
1650	0.89375	0.2654141541
1651	0.89375	0.2653846741
1652	0.89375	0.2653555908
1653	0.893625	0.2652799683
1654	0.893625	0.2652346191
1655	0.893625	0.2652209473
1656	0.893875	0.2651926575
1657	0.893875	0.2651665039
1658	0.893875	0.2651391602
1659	0.893875	0.2650845337
1660	0.893875	0.2650818481
1661	0.893875	0.2650408325
1662	0.893875	0.2650372314
1663	0.893875	0.2650341187
1664	0.893875	0.2650335693
1665	0.893875	0.2650211792
1666	0.894125	0.2649815369
1667	0.894125	0.2649541626
1668	0.894125	0.264898407
1669	0.89425	0.2648474121
1670	0.89425	0.2647897339
1671	0.894	0.2647512512
1672	0.893875	0.2647153015
1673	0.893875	0.2647144165
1674	0.894	0.2646719666
1675	0.894125	0.2646677551
1676	0.894125	0.2646628418
1677	0.894	0.2646432495
1678	0.893875	0.2645751343
1679	0.893875	0.2645459595
1680	0.893875	0.2645335999
1681	0.893875	0.2644953003
1682	0.894	0.2644224243
1683	0.894	0.2643731079
1684	0.894	0.2643683167
1685	0.894125	0.2643382263
1686	0.894125	0.2642464905
1687	0.894125	0.264239502
1688	0.89425	0.2641964111
1689	0.89425	0.2641581726
1690	0.89425	0.2641213074
1691	0.894125	0.2640816956
1692	0.89425	0.2640444641
1693	0.89425	0.2640265503
1694	0.894125	0.2640194092
1695	0.894125	0.2639987488
1696	0.894125	0.2639981079
1697	0.894125	0.2639978333
1698	0.894125	0.2639881592
1699	0.894125	0.2639241638
1700	0.89425	0.2639042358
1701	0.894375	0.2638312988
1702	0.89425	0.2637679138
1703	0.89425	0.2637399292
1704	0.8945	0.2636968994
1705	0.8945	0.2636950378
1706	0.8945	0.2636940613
1707	0.8945	0.2636801147
1708	0.894375	0.2636460266
1709	0.894375	0.2636224976
1710	0.894375	0.2636183472
1711	0.894375	0.2636065979
1712	0.894375	0.2635629883
1713	0.894375	0.2635280762
1714	0.894375	0.2635084534
1715	0.894375	0.2634676208
1716	0.894375	0.2634575195
1717	0.894375	0.2634530334
1718	0.89425	0.2634129944
1719	0.89425	0.2633674316
1720	0.89425	0.2633619995
1721	0.89425	0.2633338318
1722	0.89425	0.2633252869
1723	0.89425	0.2632605591
1724	0.89425	0.2632603149
1725	0.89425	0.2632567444
1726	0.89425	0.2632453613
1727	0.89425	0.2632289734
1728	0.89425	0.2632213135
1729	0.89425	0.2631569824
1730	0.894375	0.2631382751
1731	0.894625	0.2630816956
1732	0.894625	0.2630813293
1733	0.894625	0.2630697021
1734	0.894625	0.2630126343
1735	0.894625	0.2629801025
1736	0.894625	0.2629304199
1737	0.89475	0.262892334
1738	0.89475	0.2628540649
1739	0.89475	0.2628370972
1740	0.894875	0.2628203125
1741	0.894875	0.2628052979
1742	0.894875	0.2627863159
1743	0.894875	0.2627715149
1744	0.894875	0.2627353516
1745	0.894875	0.2627278442
1746	0.894875	0.2626846924
1747	0.894875	0.2625886536
1748	0.894875	0.2625521545
1749	0.894875	0.2625350952
1750	0.894875	0.2625253296
1751	0.894875	0.2625178528
1752	0.894875	0.2624660339
1753	0.894875	0.2624655457
1754	0.894875	0.2624626465
1755	0.895	0.2624169922
1756	0.895	0.2623860474
1757	0.895	0.2623478088
1758	0.895	0.2623379517
1759	0.894875	0.2622583008
1760	0.894875	0.2622036438
1761	0.894875	0.2622025452
1762	0.894875	0.2621903076
1763	0.894875	0.2621673279
1764	0.894875	0.2621291199
1765	0.894875	0.2621166077
1766	0.894875	0.2620709839
1767	0.894875	0.2620568542
1768	0.894875	0.2620223694
1769	0.894875	0.2619798889
1770	0.895	0.2619258728
1771	0.895	0.2618922119
1772	0.895	0.2618469238
1773	0.895125	0.2618432617
1774	0.895125	0.2618129883
1775	0.894875	0.2617442627
1776	0.894875	0.2617406616
1777	0.894875	0.2617059937
1778	0.894875	0.2617058105
1779	0.894875	0.2616939697
1780	0.894875	0.2616236267
1781	0.895125	0.2615957947
1782	0.895125	0.2615915833
1783	0.895	0.2615824585
1784	0.895	0.2615794067
1785	0.895125	0.2615597534
1786	0.895125	0.2615585938
1787	0.895125	0.2615583496
1788	0.895125	0.2614942932
1789	0.895125	0.2614842224
1790	0.895125	0.2614718628
1791	0.895125	0.261452301
1792	0.89525	0.2613732605
1793	0.895375	0.2613097839
1794	0.8955	0.2612486572
1795	0.8955	0.2612312012
1796	0.8955	0.261229126
1797	0.8955	0.2611962585
1798	0.8955	0.2611634827
1799	0.8955	0.2611622009
1800	0.8955	0.2611142578
1801	0.8955	0.2611109619
1802	0.8955	0.2611096497
1803	0.8955	0.2610918884
1804	0.8955	0.2610696106
1805	0.8955	0.2610348511
1806	0.8955	0.2610034485
1807	0.8955	0.2609727478
1808	0.8955	0.2609723206
1809	0.8955	0.2609720764
1810	0.8955	0.2609684753
1811	0.8955	0.2609581299
1812	0.89575	0.2608397827
1813	0.89575	0.2607817688
1814	0.895625	0.2607600708
1815	0.89575	0.2607530212
1816	0.895875	0.2607159729
1817	0.895875	0.2607155762
1818	0.896	0.2606574707
1819	0.89625	0.2606176758
1820	0.89625	0.260578186
1821	0.896375	0.2605645447
1822	0.896375	0.2605385437
1823	0.896375	0.2605158691
1824	0.896375	0.2605056152
1825	0.89625	0.2604242554
1826	0.896375	0.260394043
1827	0.896375	0.260365509
1828	0.896375	0.2603269043
1829	0.896375	0.2603268127
1830	0.896375	0.2602772827
1831	0.896375	0.2602645569
1832	0.8965	0.2601851196
1833	0.8965	0.2601034241
1834	0.8965	0.2600903015
1835	0.8965	0.2600741577
1836	0.8965	0.2600735779
1837	0.8965	0.2600430603
1838	0.8965	0.2600172119
1839	0.896375	0.2599786072
1840	0.8965	0.2599718323
1841	0.8965	0.2599656372
1842	0.8965	0.2599602661
1843	0.8965	0.2599591675
1844	0.8965	0.2599377441
1845	0.8965	0.2599361572
1846	0.896375	0.2599207153
1847	0.896375	0.2599151001
1848	0.896625	0.2598931885
1849	0.896625	0.2598910217
1850	0.8965	0.2598756714
1851	0.8965	0.2598136292
1852	0.8965	0.2597709351
1853	0.896625	0.259696106
1854	0.896625	0.2596954041
1855	0.896625	0.2596589966
1856	0.896625	0.2596582642
1857	0.8965	0.2596133423
1858	0.8965	0.2596122437
1859	0.8965	0.2596104126
1860	0.8965	0.2596073914
1861	0.8965	0.2596070557
1862	0.8965	0.2596057739
1863	0.89625	0.2595629272
1864	0.896375	0.259545105
1865	0.8965	0.259504425
1866	0.8965	0.2594902649
1867	0.896375	0.2594146118
1868	0.896375	0.2593823853
1869	0.896375	0.2593820801
1870	0.896375	0.259382019
1871	0.896375	0.2593345032
1872	0.89625	0.2592753601
1873	0.89625	0.2592713928
1874	0.89625	0.2592537231
1875	0.89625	0.2592522278
1876	0.89625	0.2591477356
1877	0.89625	0.2591315002
1878	0.89625	0.2591092529
1879	0.89625	0.2590906982
1880	0.89625	0.2590652771
1881	0.896125	0.2590256958
1882	0.896375	0.2589112244
1883	0.896375	0.2588527832
1884	0.896375	0.2588514099
1885	0.896375	0.2587927551
1886	0.896375	0.2587615967
1887	0.896375	0.2587182312
1888	0.896375	0.2587093811
1889	0.896375	0.2586438904
1890	0.896375	0.2586303711
1891	0.896375	0.2585844727
1892	0.8965	0.2585811462
1893	0.8965	0.2585584412
1894	0.8965	0.2585563354
1895	0.896625	0.2585322266
1896	0.896625	0.2585046997
1897	0.896625	0.2585042725
1898	0.896625	0.2584890442
1899	0.896625	0.2584831848
1900	0.896625	0.2584673462
1901	0.896625	0.2584269104
1902	0.896625	0.2583574829
1903	0.896625	0.2583345947
1904	0.896625	0.2582909241
1905	0.89675	0.2582606201
1906	0.89675	0.258259552
1907	0.89675	0.2582399597
1908	0.89675	0.2581849976
1909	0.89675	0.2581556091
1910	0.89675	0.2580964966
1911	0.89675	0.2580490112
1912	0.89675	0.258038147
1913	0.89675	0.2579885254
1914	0.89675	0.2579605713
1915	0.89675	0.2579523926
1916	0.89675	0.2578881226
1917	0.89675	0.2578583069
1918	0.896875	0.2578113098
1919	0.896875	0.2578045044
1920	0.896875	0.2577814636
1921	0.896875	0.2577748413
1922	0.896875	0.2577637329
1923	0.896875	0.2577587585
1924	0.896875	0.2577573853
1925	0.896875	0.257751709
1926	0.896875	0.2577277222
1927	0.896875	0.2577157593
1928	0.896875	0.2577123718
1929	0.896875	0.2576654358
1930	0.896875	0.2576641235
1931	0.896875	0.257650177
1932	0.896875	0.2576142883
1933	0.89675	0.2575762024
1934	0.89675	0.2575629272
1935	0.89675	0.2575408325
1936	0.896875	0.2575178223
1937	0.896875	0.2574973755
1938	0.896875	0.2574683838
1939	0.896875	0.2574569702
1940	0.896875	0.257444519
1941	0.89675	0.2574155579
1942	0.89675	0.2574153137
1943	0.896875	0.2574064941
1944	0.896875	0.2574031372
1945	0.896875	0.2574000244
1946	0.896875	0.2573378906
1947	0.896875	0.2573356934
1948	0.896875	0.2572949219
1949	0.89675	0.2572800598
